"Xt" "Yt" "time"
7.09406096023912 5.16728428867682 12.1
7.15718707999168 5.17976115292094 12.2
8.43481882624543 5.78613221776093 12.3
8.5150664436809 5.60122149581923 12.4
8.53212184359028 5.51104957373131 12.5
8.55839398436572 5.45807415782411 12.6
8.61664414686795 5.39960585176591 12.7
8.81686603504139 5.36650865718898 12.8
9.10671590465944 5.3520650358924 12.9
9.04270472685513 5.35221560826638 13
8.86546598176034 5.39056295034225 13.1
8.84961477205689 5.37696667822314 13.2
8.80410543811163 5.34711480245728 13.3
9.13556077418938 5.62558346577632 13.4
9.08058562447228 5.51226083632176 13.5
9.10247991202935 6.67205961863974 13.6
8.92368427547279 6.58794107447538 13.7
9.59197243944392 6.91325721857773 13.8
9.8100228943743 6.76163757020516 13.9
10.1490738503894 6.76539094424243 14
10.3775656523288 6.65919478806981 14.1
9.88809383753906 6.52573611601897 14.2
9.87228485908472 6.44136443932829 14.3
9.89336493244052 6.16420419217057 14.4
9.91210135901721 6.01360613635556 14.5
10.1178197286806 5.91713341141052 14.6
9.62022233007075 5.81963806079852 14.7
9.16129298233798 5.73462221459909 14.8
8.79452341107712 5.56862719854799 14.9
8.67632006554331 5.56037516073719 15
8.26692503978614 5.56137103210853 15.1
8.40130493309751 5.47120288524798 15.2
8.69058405799948 5.32999523607534 15.3
8.82609928520477 6.51140204678353 15.4
8.44279075148076 6.39958658221288 15.5
8.17609456874459 6.22350210829856 15.6
8.35935888083188 6.12394435013585 15.7
8.49434745320135 5.98092086586353 15.8
8.57327900463157 6.03215529345574 15.9
8.82106053596014 5.9418677161569 16
8.83785811692993 5.83377214421673 16.1
8.60044295066562 5.77114579242598 16.2
8.01502871166639 6.18986652796353 16.3
8.03820364470741 6.05195279037527 16.4
8.15247581579623 5.99694292168573 16.5
7.51406859076047 5.69225785475373 16.6
7.17213335604051 5.6843777303661 16.7
7.78365168299666 5.41519853841939 16.8
7.97570134076294 5.33765114983459 16.9
7.81637220310442 5.27849700204175 17
7.46014299599336 5.40817203174926 17.1
7.13119712949497 5.31710752607874 17.2
7.12005963490763 5.28068870860775 17.3
7.18237505752042 5.25584017618521 17.4
7.1167328323836 5.36861511705236 17.5
7.24461817832989 5.31049551962077 17.6
6.88343591003457 5.20680695523426 17.7
6.91800270134354 5.25089583383608 17.8
6.99934540436412 5.17827973378373 17.9
6.93039186779267 5.23541376048684 18
7.02848584870867 5.2590757287755 18.1
6.78532871909869 5.58210356956815 18.2
7.26939567336822 6.14404348862522 18.3
7.33604239064809 6.09209871769709 18.4
7.32408211985897 5.99003084666264 18.5
7.81683022485655 6.05936345946972 18.6
7.5449672063433 5.95838466208021 18.7
7.52192830890051 5.81801071492314 18.8
7.56121232515142 5.8515001419085 18.9
7.77921295327099 5.83371454319893 19
7.35791835182605 5.71990528674313 19.1
7.1594753561827 5.54645134461502 19.2
7.45473600610096 5.5962622845045 19.3
7.16721522846116 5.56581498055749 19.4
7.61117293653607 5.5671357987847 19.5
7.6210699550844 5.58153787484448 19.6
7.49630122932503 5.55331433326419 19.7
7.76099424482409 5.45988048816682 19.8
7.78733082167894 5.42550596627764 19.9
7.70314784055821 5.29206406010534 20
7.3664690980676 5.31186444785045 20.1
7.00926652366676 5.17791539062496 20.2
7.13901492464325 5.26986562299758 20.3
6.99714573732772 5.15128592101088 20.4
7.05428852209581 5.18560641418436 20.5
6.92440265651415 5.23459575329214 20.6
6.88692853723331 5.17662651121883 20.7
6.57065084199612 5.24373937748532 20.8
6.83786268715178 5.22363194059746 20.9
6.87395812896 5.06076595853604 21
6.79431504398963 4.92062751406706 21.1
6.72555596949469 4.94114590053016 21.2
6.66060434087349 4.88704465805524 21.3
6.52334493218685 4.79707317055028 21.4
7.05028471284695 4.87282010945945 21.5
7.00300915405639 4.81590431469386 21.6
6.67267242815397 4.8357391339656 21.7
7.2542888855683 5.80131314876975 21.8
7.23305211962639 5.77803710515366 21.9
7.36304882001871 5.78948656654592 22
7.54643547112353 5.66835462221992 22.1
7.69186230250957 5.63288303234256 22.2
7.58703677338815 5.56651342228784 22.3
7.99544620912309 5.55644565789023 22.4
7.85779168721368 5.48265292780312 22.5
8.17012067788522 5.38874454245938 22.6
8.01407273419796 5.38626521300135 22.7
7.8497315267854 5.34514213272663 22.8
8.57022328594154 4.73869308458992 22.9
8.46068894049733 4.69368714584432 23
9.01519468700714 4.99464516894344 23.1
8.70526391031472 4.85671574870291 23.2
8.66089998462854 4.78293784339236 23.3
9.17125793966589 4.62292633434482 23.4
9.29987507958784 4.72152797959436 23.5
9.20642140417248 4.74808557788914 23.6
9.01010807098324 4.7725882172536 23.7
8.99557028633333 4.79913824975643 23.8
8.66828299989137 4.96914523313562 23.9
8.53476277981029 4.95551486990193 24
8.55411632191118 4.92422793746992 24.1
9.38275681882853 5.62693251980279 24.2
9.6729891052052 5.46593217774337 24.3
9.63311363515665 5.37038854815543 24.4
9.74903553871601 5.40633335722067 24.5
10.4036813900408 5.7396230323349 24.6
10.2883097549083 5.798385515888 24.7
10.4629855884939 5.60925508421445 24.8
10.5861167588559 5.46576695541963 24.9
10.5672123145759 5.46270946351466 25
10.2530108040881 5.25374011337221 25.1
10.1826879863679 5.20855612639595 25.2
10.2109347238823 5.18242316129514 25.3
10.3983835043527 5.25258933488671 25.4
10.3823252399382 5.13555587040153 25.5
10.3542567442185 4.96060668997626 25.6
10.1692933160633 4.98425827016235 25.7
10.0053850887076 5.00391904383898 25.8
10.0852616410877 5.04431424378258 25.9
9.50262992965832 5.02379283934401 26
9.12930426296805 4.99859554698377 26.1
8.92468945712131 5.16827481057854 26.2
8.80835231745016 5.18838302710122 26.3
9.31424917224776 6.27484082422966 26.4
9.33715959573959 6.21963048418491 26.5
9.54919833318157 6.10691189283819 26.6
9.34505700118543 6.08028532178299 26.7
9.13533242426528 6.00849013533195 26.8
8.7028190052829 5.83246202954759 26.9
8.57872153633822 5.77801339495845 27
8.49020003541449 5.61739246975139 27.1
8.66795376435234 5.66199846417079 27.2
8.41938638805633 5.53488254262821 27.3
8.56828542956408 5.61314877320574 27.4
8.64560273967666 5.64664080855963 27.5
8.73865232727367 5.5326670072056 27.6
8.37925472658556 5.45690300654873 27.7
7.95448185331056 5.34924707097325 27.8
7.98045846042568 5.38282013445043 27.9
8.13384201604306 5.30202733902259 28
8.17224608711792 5.40264326564247 28.1
8.16644423778862 5.38206618852966 28.2
8.09081603819425 5.27838152594837 28.3
7.75875765908211 5.27567930939309 28.4
7.7653799544704 5.17204756165691 28.5
7.54304885472598 5.19889771374377 28.6
7.43993345394454 5.14955438897284 28.7
7.5245894899057 5.11982549854902 28.8
7.68249775340566 5.13121675858002 28.9
7.68355044342237 5.07371944907445 29
7.77584438279047 5.19890148970275 29.1
7.69823318230193 5.19473042693326 29.2
7.76860528803328 4.7902220014357 29.3
7.64752608970294 4.75673678208431 29.4
7.90782372508993 4.81818562661311 29.5
7.78652502888603 4.85571309859862 29.6
7.79503542483661 4.82038891051328 29.7
7.9290321060332 4.86613068581678 29.8
8.07814628307532 4.83442079968647 29.9
8.41643137487051 4.8028061113019 30
8.41853320187105 4.70813993311599 30.1
8.25905183071388 4.76233100124017 30.2
8.23459259438319 4.67390211989871 30.3
8.19732071303461 4.83311438157008 30.4
8.327043609989 4.88660688463068 30.5
8.33066701568888 4.93279701753713 30.6
8.34724735926139 4.94888368719692 30.7
8.07739985730425 4.96538971144908 30.8
8.17150672699567 4.96756719180404 30.9
8.03626325454871 3.66201573958977 31
8.52906294682664 3.35836967144048 31.1
8.29093057253246 3.53949335993361 31.2
8.05809006921801 3.63492740638678 31.3
8.24680520906604 3.73002738121875 31.4
8.09716567623437 3.8256047212748 31.5
8.25657551392879 3.89600586627169 31.6
8.07376623974374 3.94139448587812 31.7
7.87298102614828 4.12227926227739 31.8
7.61168200705277 4.16897374387425 31.9
7.48057622172216 4.33778707604131 32
7.32919711383989 4.30576450222693 32.1
7.06932482951908 4.35264746416579 32.2
6.87901072199232 4.39447152191408 32.3
6.66796009904789 4.45261873281742 32.4
6.57724521936777 4.45191660423258 32.5
6.45754434098335 4.55822375004566 32.6
6.41831696599738 4.49513269727611 32.7
6.66557271014788 4.69122006583948 32.8
6.62128520113611 4.76781316942055 32.9
6.49978256294282 4.76283521464731 33
6.72342771860551 4.82149434897326 33.1
6.86519231251089 4.91185986053572 33.2
6.91806339440593 4.80633607380427 33.3
6.81600374283149 4.75452449676043 33.4
6.97093925442971 4.83477327728252 33.5
6.96642554916805 4.89849245746837 33.6
6.95029457115779 4.91621712912219 33.7
6.82980456289023 4.95743775242075 33.8
6.49733762512214 5.00432247023879 33.9
6.22272619315316 4.96368647825459 34
6.46991367592316 4.92388482486316 34.1
6.21626385125053 4.87184809699191 34.2
6.13093992023053 4.87552508063197 34.3
6.01017169999712 4.91203851331552 34.4
6.29260518727659 4.88888738851241 34.5
6.16431994840021 4.7909867028988 34.6
5.99962292240408 4.70244070416034 34.7
6.27783472776497 4.59789878299947 34.8
6.31066709466239 4.68867620772505 34.9
6.16758452221002 4.77625879434508 35
6.13297752878565 4.70220120247208 35.1
6.0472569511018 4.70343607006073 35.2
6.07883277696882 4.81057838305384 35.3
6.11775383972884 4.85403196393999 35.4
6.27191441143644 4.89461058779094 35.5
6.39240259433581 4.99656983381288 35.6
6.42241558242166 5.05692567424236 35.7
6.43310563906173 4.99624997307163 35.8
6.49635174284855 4.96943637574189 35.9
6.39323703810972 4.95000954153897 36
6.55871899656115 4.99544749079645 36.1
6.42300255633157 5.0455004117121 36.2
6.78696018347971 5.08027679488059 36.3
6.93234353754142 5.07261799588794 36.4
7.03583174739243 5.01607726268775 36.5
7.22403582196814 4.9586802971551 36.6
8.80782292197206 5.71111733478097 36.7
8.68141594267455 5.58064782523612 36.8
8.3112653132401 5.51337921877856 36.9
8.01597696916911 5.41506429014588 37
7.87472454670558 5.43951046020867 37.1
8.38278434276061 5.38058620300536 37.2
9.45341146999028 4.65427073695116 37.3
10.1113337487028 4.33254779201865 37.4
9.59651196492966 4.29519588527598 37.5
9.59341240397096 4.34872331795005 37.6
9.3291667582184 4.34576402463565 37.7
9.59589373446434 4.37161103412817 37.8
11.1839069844991 5.05866456537127 37.9
11.3315930761685 5.02448330247625 38
11.1766657897791 4.95059103676033 38.1
10.8027243971921 4.88523627753485 38.2
10.7407703942797 4.90571047578695 38.3
10.5899383949193 4.87112153074531 38.4
10.4356636400148 4.95304498522242 38.5
10.2347978720013 5.01603368799493 38.6
10.2162742985459 4.91228594224439 38.7
9.83573265072123 4.98661604247094 38.8
9.97992849361414 4.87777401496815 38.9
9.6143538513524 4.90439693443245 39
9.38999903475564 5.01467204243742 39.1
9.11377900199955 4.88690108672184 39.2
8.86584953283629 4.90518474573097 39.3
11.2591760703472 5.70861040222855 39.4
11.2359960232179 5.7280002930824 39.5
11.3098499862105 5.58975221058742 39.6
10.9726987871116 5.36024767286263 39.7
10.641459406537 5.35567259726705 39.8
10.5935266677864 5.39022671035575 39.9
10.4560121951355 5.47532249564644 40
10.0885725141184 5.4673556244742 40.1
9.70462769308729 5.43797680955423 40.2
9.44949305015141 5.36703962581415 40.3
9.26352478754008 5.36939848258287 40.4
8.95145136216091 5.18710516440759 40.5
8.7362998589935 5.15201543030727 40.6
8.43283455276092 5.07052107553452 40.7
8.15065946512525 5.11042757417331 40.8
8.05772511032153 5.03606170871782 40.9
8.12324942588555 5.04888017406332 41
8.01736676338874 5.05408597442139 41.1
8.08828024977572 5.0499006225531 41.2
8.22366016095093 5.15344374762007 41.3
8.00281926070675 5.15204260400361 41.4
8.2468702867009 5.06330047777602 41.5
8.31346279288049 5.10447167298275 41.6
8.17939552467775 5.04087465895035 41.7
8.0476259652884 5.02887197060135 41.8
8.04791956197155 5.03299488279143 41.9
8.46231138932727 6.14157677254898 42
8.41976596870865 6.05342270261522 42.1
8.82965589405994 5.98479436756329 42.2
8.6806855007642 6.02959615674093 42.3
8.66325785266886 5.95462516952245 42.4
8.77502916879264 5.93022733379982 42.5
8.41113881282844 5.79876239722199 42.6
8.71902823390477 5.49670044085031 42.7
8.75405498643461 5.42066729518266 42.8
8.47753356688332 5.26059920674199 42.9
8.93557178600371 5.6421063407797 43
8.50883817119861 5.64316684762555 43.1
8.57678766979612 5.71996998077206 43.2
8.98608228726554 5.68436275138887 43.3
8.83293188819557 5.49606039148906 43.4
8.82189693718116 5.50031351805915 43.5
8.7113136063226 5.39939090263109 43.6
8.86615696908702 5.75889335439884 43.7
8.66102075119561 5.66818715514994 43.8
8.93205905446972 5.67676859496418 43.9
8.79004481062859 5.54961585083745 44
10.0372325046381 6.46142438981633 44.1
9.62298411989807 6.33500147672533 44.2
10.0985033481393 6.15657529233224 44.3
10.1804835292218 6.05926059932811 44.4
9.2080133487503 6.0951103531592 44.5
8.81272933367912 5.98551186549761 44.6
8.73131690594989 5.87213454446602 44.7
8.77495552405319 5.75666662820156 44.8
8.84118593543282 5.74304955153552 44.9
8.74216358403571 5.61217939142757 45
8.84033654451145 5.46290391868875 45.1
8.76689392215912 5.43427361969747 45.2
8.77711062044904 5.41412207953662 45.3
9.07545236282737 5.40204565592093 45.4
8.95507609652559 5.40867356906244 45.5
8.91493615850301 5.37246796151119 45.6
8.66960965442039 5.21638852818699 45.7
9.03320764699519 5.18434693095223 45.8
9.33891216414247 5.03271773818656 45.9
9.37111018856916 5.00670343024289 46
9.15743272742196 4.96272016834995 46.1
8.67691579505777 4.88186270233167 46.2
8.64800947044722 4.91760796939705 46.3
8.59465012570581 4.8188534711851 46.4
8.62581726412471 4.83765885359549 46.5
8.69343675845247 4.86412489913002 46.6
8.23097400105856 4.89833937619347 46.7
8.1431857069578 5.052642710676 46.8
8.07745168070959 5.0737937334954 46.9
7.73678605359114 5.04153080872888 47
7.78471916396993 5.08960145256428 47.1
7.48704904294756 5.04625827955586 47.2
7.45955793544797 5.05277952567656 47.3
7.39358895886973 5.05239045114757 47.4
7.43478048152715 5.11338411679134 47.5
7.54742172621312 5.17902595466812 47.6
7.33862050388433 5.13328948294832 47.7
7.54881238608786 5.12978404242291 47.8
7.65847419656222 5.13774349301588 47.9
7.63223076106342 5.30198926908428 48
7.06835618352183 5.26312640578861 48.1
7.10811146282942 5.14452076989151 48.2
6.808205555077 5.12643769953454 48.3
6.80770237718429 5.54782796481586 48.4
6.87300404202713 5.47752475505116 48.5
6.7484501996848 5.40260882404041 48.6
6.92872015035231 5.43465643681723 48.7
6.87621010910072 5.37321589479375 48.8
6.91348593770681 5.18536697673635 48.9
6.59486460981865 5.13187837201274 49
6.76893379267918 5.03263237156078 49.1
7.23346022029703 5.18354916039024 49.2
7.19026102817207 5.2635543795589 49.3
7.58064148026898 5.12407917625695 49.4
7.71053013928689 5.14896464174404 49.5
7.52515828649126 5.14581867200879 49.6
7.5705175815172 5.09380655818246 49.7
7.68452446936986 5.00443307282819 49.8
7.51811334123323 4.88274262539268 49.9
7.25251970821597 4.8388408883138 50
